mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_kernel_size,param_n_conv_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
72.92375524838765,0.8472564408404671,0.10128116607666016,0.0022084454520134335,linear,2,1,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 1}",0.919732441471572,0.9063545150501672,0.9395973154362416,0.9218947573193269,0.013657175201975612,3
82.1086991628011,0.4943221090056729,0.10856866836547852,0.0006665464027249191,linear,2,2,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 2}",0.919732441471572,0.8729096989966555,0.9161073825503355,0.9029165076728544,0.021269566493672128,6
91.51306581497192,0.37456763750730904,0.12127685546875,0.002606620137680821,linear,2,3,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 3}",0.8896321070234113,0.802675585284281,0.8523489932885906,0.8482188951987609,0.03561977401122092,9
0.04797975222269694,0.002018815728529565,0.0,0.0,linear,2,5,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 5}",,,,,,10
78.12521759668986,0.22049531285379617,0.09665600458780925,0.00038704730130178556,linear,3,1,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 1}",0.939799331103679,0.9063545150501672,0.9429530201342282,0.9297022887626915,0.016559495596661578,1
87.58294312159221,0.33600704584698066,0.11035068829854329,0.0052076164263329516,linear,3,2,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 2}",0.9063545150501672,0.8929765886287625,0.9161073825503355,0.9051461620764217,0.009481683906087548,5
99.82015212376912,0.8011403672909858,0.11656395594278972,0.001784641408478258,linear,3,3,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 3}",0.862876254180602,0.8595317725752508,0.8959731543624161,0.872793727039423,0.016447102633768525,7
0.05038944880167643,0.001944931581310667,0.0,0.0,linear,3,5,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 5}",,,,,,10
82.23705887794495,0.7905976824627912,0.09965872764587402,0.0028801805387095023,linear,5,1,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 1}",0.9264214046822743,0.9163879598662207,0.9362416107382551,0.9263503250955832,0.008105374861489179,2
97.47871017456055,0.9275719125931362,0.10547073682149251,0.0071282350372214535,linear,5,2,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 2}",0.9364548494983278,0.8929765886287625,0.9362416107382551,0.9218910162884484,0.020445773203894062,4
111.06729873021443,1.372503059184141,0.1033465067545573,0.0009597460726327675,linear,5,3,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 3}",0.8762541806020067,0.8461538461538461,0.87248322147651,0.8649637494107876,0.013389408216526089,8
0.0475459893544515,0.0023106143391180807,0.0,0.0,linear,5,5,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 5}",,,,,,10
