mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__kernel,param_svc__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9579569339752197,0.35207489192324587,0.42081542015075685,0.023500288687242774,0.001,linear,0.001,"{'svc__C': 0.001, 'svc__kernel': 'linear', 'svc__tol': 0.001}",0.9777777777777777,0.9888268156424581,0.9497206703910615,0.9664804469273743,0.9720670391061452,0.9709745499689634,0.012946854367535772,1
0.9303888320922852,0.3265428729471191,0.4234809398651123,0.019960237743288645,0.001,linear,1e-05,"{'svc__C': 0.001, 'svc__kernel': 'linear', 'svc__tol': 1e-05}",0.9777777777777777,0.9888268156424581,0.9497206703910615,0.9664804469273743,0.9720670391061452,0.9709745499689634,0.012946854367535772,1
0.6284474849700927,0.0203667055241714,0.38852481842041015,0.008976016763708699,0.001,linear,1e-06,"{'svc__C': 0.001, 'svc__kernel': 'linear', 'svc__tol': 1e-06}",0.9777777777777777,0.9888268156424581,0.9497206703910615,0.9664804469273743,0.9720670391061452,0.9709745499689634,0.012946854367535772,1
4.8556538105010985,2.059448127307576,0.9643652439117432,0.12069834341000898,0.001,rbf,0.001,"{'svc__C': 0.001, 'svc__kernel': 'rbf', 'svc__tol': 0.001}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
2.8036005020141603,1.5613511011713566,0.894560432434082,0.09941322705771377,0.001,rbf,1e-05,"{'svc__C': 0.001, 'svc__kernel': 'rbf', 'svc__tol': 1e-05}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
2.005304479598999,0.029151686304274716,0.8434245586395264,0.01333106443894469,0.001,rbf,1e-06,"{'svc__C': 0.001, 'svc__kernel': 'rbf', 'svc__tol': 1e-06}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
1.9868644237518311,0.028565266393089678,0.6258152008056641,0.046982192505577246,0.001,poly,0.001,"{'svc__C': 0.001, 'svc__kernel': 'poly', 'svc__tol': 0.001}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
5.018854236602783,2.498626402959366,0.8706651210784913,0.16421700383843757,0.001,poly,1e-05,"{'svc__C': 0.001, 'svc__kernel': 'poly', 'svc__tol': 1e-05}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
3.058508348464966,2.0313032072845654,0.7012258052825928,0.14731196318149026,0.001,poly,1e-06,"{'svc__C': 0.001, 'svc__kernel': 'poly', 'svc__tol': 1e-06}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
2.001997375488281,0.03604429897238317,0.6555610179901123,0.05486085272591043,0.001,sigmoid,0.001,"{'svc__C': 0.001, 'svc__kernel': 'sigmoid', 'svc__tol': 0.001}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
2.0170357704162596,0.04213841353498445,0.6442626953125,0.05257219479146212,0.001,sigmoid,1e-05,"{'svc__C': 0.001, 'svc__kernel': 'sigmoid', 'svc__tol': 1e-05}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
2.0245328903198243,0.05156239554911298,0.6467991828918457,0.029989417112435395,0.001,sigmoid,1e-06,"{'svc__C': 0.001, 'svc__kernel': 'sigmoid', 'svc__tol': 1e-06}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
1.4819888591766357,0.4380723102975925,0.5304118156433105,0.08799369772659613,0.01,linear,0.001,"{'svc__C': 0.01, 'svc__kernel': 'linear', 'svc__tol': 0.001}",0.9777777777777777,0.9888268156424581,0.9497206703910615,0.9664804469273743,0.9720670391061452,0.9709745499689634,0.012946854367535772,1
0.6128552913665771,0.015477109901022365,0.3796387195587158,0.011722633395054229,0.01,linear,1e-05,"{'svc__C': 0.01, 'svc__kernel': 'linear', 'svc__tol': 1e-05}",0.9777777777777777,0.9888268156424581,0.9497206703910615,0.9664804469273743,0.9720670391061452,0.9709745499689634,0.012946854367535772,1
1.0248982429504394,0.5101431970449261,0.46256275177001954,0.10638638584564905,0.01,linear,1e-06,"{'svc__C': 0.01, 'svc__kernel': 'linear', 'svc__tol': 1e-06}",0.9777777777777777,0.9888268156424581,0.9497206703910615,0.9664804469273743,0.9720670391061452,0.9709745499689634,0.012946854367535772,1
3.9896764278411867,2.399626460483909,0.9587223052978515,0.14630747953200057,0.01,rbf,0.001,"{'svc__C': 0.01, 'svc__kernel': 'rbf', 'svc__tol': 0.001}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
3.972650146484375,2.4153122836857754,0.9649416923522949,0.15219498784063318,0.01,rbf,1e-05,"{'svc__C': 0.01, 'svc__kernel': 'rbf', 'svc__tol': 1e-05}",0.1388888888888889,0.1452513966480447,0.1452513966480447,0.13966480446927373,0.13966480446927373,0.14174425822470516,0.0028775485999998243,16
