mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_kernel_size,param_n_conv_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
35.31136417388916,0.2178531047023081,0.08270772298177083,0.0008397776637220312,linear,2,1,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 1}",0.44594594594594594,0.4794520547945205,0.4657534246575342,0.46371714179933354,0.013754385202595894,4
45.708856662114464,0.10520458469553344,0.09156354268391927,0.0010357401660012608,linear,2,2,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 2}",0.40540540540540543,0.5068493150684932,0.4794520547945205,0.46390225842280636,0.0428490671025209,3
49.288153330485024,0.25647153223638036,0.1006169319152832,0.002132454645656107,linear,2,3,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 3}",0.47297297297297297,0.4520547945205479,0.4931506849315068,0.4727261508083426,0.01677823477113729,2
39.42606043815613,0.7456055011056825,0.09380388259887695,0.006580593757202294,linear,3,1,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 1}",0.3783783783783784,0.4520547945205479,0.4931506849315068,0.44119461927681103,0.047480719895025655,6
52.421650409698486,0.23446131411094254,0.09789919853210449,0.011447343226983233,linear,3,2,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 2}",0.33783783783783783,0.5342465753424658,0.4520547945205479,0.44137973590028384,0.08053804773500955,5
58.73737200101217,0.4498875329289418,0.10063608487447102,0.007171987055213813,linear,3,3,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 3}",0.43243243243243246,0.5068493150684932,0.5205479452054794,0.48660989756880174,0.03871529769448906,1
