mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_kernel_size,param_n_conv_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
18.00857933362325,0.11656993742950605,0.0813291072845459,0.002761604230232932,linear,2,1,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 1}",0.6065573770491803,0.6833333333333333,0.6166666666666667,0.6355191256830601,0.03406071318552739,8
20.243754863739014,0.11825141498245458,0.08833003044128418,0.0025838948751428547,linear,2,2,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 2}",0.6721311475409836,0.6333333333333333,0.7166666666666667,0.6740437158469946,0.03404756035562588,3
22.525802691777546,0.37179807812325,0.10070641835530598,0.006267426789653839,linear,2,3,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 3}",0.5409836065573771,0.6166666666666667,0.6833333333333333,0.6136612021857923,0.05815287777835646,9
0.04373574256896973,0.002795081974156922,0.0,0.0,linear,2,5,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 5}",,,,,,10
19.21921157836914,0.22662880091740406,0.07535330454508464,0.0016911458696265943,linear,3,1,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 1}",0.5901639344262295,0.6666666666666666,0.7333333333333333,0.6633879781420765,0.0584946239392209,4
21.592609882354736,0.2495525236381164,0.1662142276763916,0.11002811529785891,linear,3,2,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 2}",0.5901639344262295,0.6833333333333333,0.7166666666666667,0.6633879781420765,0.05353564676209042,4
23.863171656926472,0.09343219264502854,0.09674882888793945,0.00309981947208465,linear,3,3,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 3}",0.6229508196721312,0.6833333333333333,0.7666666666666667,0.690983606557377,0.05892060295935584,1
0.050591627756754555,0.0020203709154968156,0.0,0.0,linear,3,5,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 5}",,,,,,10
20.153312524159748,0.15193150773567848,0.07732844352722168,0.0026706794327112497,linear,5,1,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 1}",0.5901639344262295,0.7,0.6666666666666666,0.6522768670309653,0.04598035867156122,7
23.485813697179157,0.44825724049217625,0.08432944615681966,0.0005678600154300967,linear,5,2,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 2}",0.6557377049180327,0.6666666666666666,0.7333333333333333,0.6852459016393442,0.034294424876538596,2
25.87040678660075,0.23697948833051116,0.08711965878804524,0.002980923905112706,linear,5,3,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 3}",0.6229508196721312,0.6833333333333333,0.6833333333333333,0.6632058287795993,0.028464589916616937,6
0.04764103889465332,0.002726031533712622,0.0,0.0,linear,5,5,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 5}",,,,,,10
