mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_kernel_size,param_n_conv_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
20.55984083811442,0.19201622469692767,0.07995907465616862,0.0023630610661364757,linear,2,1,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 1}",0.06944444444444445,0.19718309859154928,0.15492957746478872,0.14051904016692748,0.05313529040564412,8
23.03035346666972,0.5476453477776457,0.08863139152526855,0.0021942069039750487,linear,2,2,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 2}",0.20833333333333334,0.19718309859154928,0.1267605633802817,0.17742566510172142,0.0361136754617241,6
24.706830978393555,0.07579809912190043,0.09747083981831868,0.0052096257601875005,linear,2,3,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 3}",0.25,0.22535211267605634,0.16901408450704225,0.21478873239436622,0.03389560816477383,3
0.04340211550394694,0.002546547078725072,0.0,0.0,linear,2,5,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 5}",,,,,,10
21.628870884577434,0.42373933992729035,0.08354926109313965,0.0036411335721371653,linear,3,1,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 1}",0.1111111111111111,0.11267605633802817,0.15492957746478872,0.12623891497130935,0.020297419361860945,9
24.441121339797974,0.2142332824053776,0.09408998489379883,0.0023812177621562944,linear,3,2,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 2}",0.2222222222222222,0.18309859154929578,0.16901408450704225,0.1914449660928534,0.0225095972982696,5
27.20737353960673,0.5365299150435378,0.10613473256429036,0.009360276098701109,linear,3,3,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 3}",0.19444444444444445,0.2112676056338028,0.2676056338028169,0.22443922796035473,0.03128640421565356,1
0.04947161674499512,0.0015702486663869278,0.0,0.0,linear,3,5,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 5}",,,,,,10
22.736799081166584,0.4208374228804066,0.07988190650939941,0.0027116150514086973,linear,5,1,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 1}",0.1527777777777778,0.14084507042253522,0.15492957746478872,0.14951747522170059,0.006194918036783314,7
26.85967755317688,0.12420931637629264,0.08349863688151042,0.0023762546334628334,linear,5,2,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 2}",0.16666666666666666,0.22535211267605634,0.22535211267605634,0.20579029733959311,0.027664584553464308,4
29.56828220685323,0.43332745084231555,0.21813464164733887,0.0942909522763523,linear,5,3,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 3}",0.20833333333333334,0.2112676056338028,0.22535211267605634,0.21498435054773082,0.007428340197984164,2
0.049696127573649086,0.0023918057531434125,0.0,0.0,linear,5,5,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 5}",,,,,,10
