mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_kernel_size,param_n_conv_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6.678296407063802,0.04191023913704088,0.06870539983113606,0.004801943413227337,linear,2,1,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 1}",0.5,0.8461538461538461,0.6923076923076923,0.6794871794871794,0.1416071925280418,3
7.672080834706624,0.05688868648992857,0.07845671971638997,0.004118752641478755,linear,2,2,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 2}",0.6428571428571429,0.8461538461538461,0.5384615384615384,0.6758241758241758,0.1277595606343977,4
8.178995529810587,0.05218477290398906,0.1560546557108561,0.10666285198694858,linear,2,3,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 3}",0.35714285714285715,0.7692307692307693,0.5384615384615384,0.5549450549450549,0.16863746432112975,9
0.04299426078796387,0.0022396981508807133,0.0,0.0,linear,2,5,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 5}",,,,,,10
7.124122142791748,0.26276005606275554,0.06787943840026855,0.0044258638765541395,linear,3,1,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 1}",0.6428571428571429,0.9230769230769231,0.6153846153846154,0.7271062271062272,0.13902534589266188,1
7.880924542744954,0.08353389624670617,0.08057459195454915,0.0023024057563724772,linear,3,2,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 2}",0.5,0.7692307692307693,0.6153846153846154,0.6282051282051282,0.11028622137234138,7
8.68440556526184,0.07089524933800738,0.0827487309773763,0.0014027066946295367,linear,3,3,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 3}",0.6428571428571429,0.5384615384615384,0.6923076923076923,0.6245421245421245,0.06412872307696557,8
0.04706796010335287,0.0018074349869625854,0.0,0.0,linear,3,5,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 5}",,,,,,10
7.250555833180745,0.06431374253111424,0.0683275858561198,0.0021880438607304706,linear,5,1,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 1}",0.5,0.9230769230769231,0.6923076923076923,0.7051282051282052,0.1729581738875903,2
8.160883903503418,0.020951554973796176,0.07578659057617188,0.002708108269706368,linear,5,2,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 2}",0.42857142857142855,0.8461538461538461,0.6153846153846154,0.63003663003663,0.17079184215201124,6
8.593457063039144,0.07170555879248335,0.12641310691833496,0.06905637300334425,linear,5,3,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 3}",0.5714285714285714,0.6153846153846154,0.7692307692307693,0.652014652014652,0.08480466595450717,5
0.04585433006286621,0.001493952403281411,0.0,0.0,linear,5,5,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 5}",,,,,,10
