mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_kernel_size,param_n_conv_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
46.71981088320414,0.24791277771275164,0.09137797355651855,0.002223647975738283,linear,2,1,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 1}",0.8342245989304813,0.8823529411764706,0.946236559139785,0.8876046997489123,0.04587922938585659,1
53.49824444452921,0.4003955922160147,0.10099411010742188,0.0044756303269630855,linear,2,2,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 2}",0.7700534759358288,0.8556149732620321,0.8924731182795699,0.839380522492477,0.051279042189015196,7
59.195692936579384,0.908593090095836,0.10914961496988933,0.00493892778033212,linear,2,3,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 3}",0.6898395721925134,0.7379679144385026,0.7204301075268817,0.7160791980526326,0.019887720529288125,9
0.04622006416320801,0.0027651723557489964,0.0,0.0,linear,2,5,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 5}",,,,,,10
50.79974309603373,0.25819524716842296,0.09039711952209473,0.0020369537682940033,linear,3,1,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 1}",0.8128342245989305,0.9037433155080213,0.9193548387096774,0.8786441262722097,0.04696904855223967,2
57.17996637026469,0.3808088162264624,0.09999823570251465,0.0022680601494512354,linear,3,2,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 2}",0.7647058823529411,0.9251336898395722,0.9301075268817204,0.8733156996914113,0.07682557768717545,3
63.33444412549337,0.37791600964512195,0.11217617988586426,0.0015839659926075965,linear,3,3,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 3}",0.7486631016042781,0.7914438502673797,0.7795698924731183,0.7732256147815919,0.018032110407349564,8
0.04815379778544108,0.0012512365481279878,0.0,0.0,linear,3,5,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 5}",,,,,,10
53.20493857065836,0.6676843495378552,0.08722623189290364,0.0018161527642672492,linear,5,1,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 1}",0.7967914438502673,0.8823529411764706,0.9139784946236559,0.864374293216798,0.049501683837249864,4
64.05893564224243,0.5201911784058408,0.09283876419067383,0.0006871189807400928,linear,5,2,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 2}",0.7540106951871658,0.893048128342246,0.9354838709677419,0.8608475648323846,0.07750606685817756,5
72.20792579650879,0.6109576364050969,0.09338943163553874,0.0026192914696447946,linear,5,3,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 3}",0.839572192513369,0.893048128342246,0.8440860215053764,0.8589021141203305,0.02421509692285256,6
0.04670937856038412,0.0027938277056188854,0.0,0.0,linear,5,5,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 5}",,,,,,10
