mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_kernel_size,param_n_conv_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
12.53772234916687,0.1574755851773832,0.0813753604888916,0.006920236241991581,linear,2,1,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 1}",0.6486486486486487,0.6111111111111112,0.4444444444444444,0.5680680680680681,0.08874820906914886,7
14.042272567749023,0.08514691122995734,0.08419656753540039,0.0022603354170055564,linear,2,2,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 2}",0.6216216216216216,0.3611111111111111,0.3888888888888889,0.45720720720720714,0.11681031913603639,9
15.192451318105062,0.25679901725817655,0.0995951493581136,0.005193306239266767,linear,2,3,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 3}",0.5945945945945946,0.6111111111111112,0.5277777777777778,0.5778278278278278,0.036027345743379235,5
0.04360079765319824,0.0028085414540057873,0.0,0.0,linear,2,5,"{'activation': 'linear', 'kernel_size': 2, 'n_conv_layers': 5}",,,,,,10
13.0705615679423,0.16344475376389242,0.07550168037414551,0.001867613890491562,linear,3,1,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 1}",0.7027027027027027,0.4722222222222222,0.5,0.5583083083083084,0.1027300899897748,8
14.95980715751648,0.2945706450923975,0.16475184758504233,0.1119503824638124,linear,3,2,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 2}",0.7567567567567568,0.6111111111111112,0.6111111111111112,0.6596596596596597,0.06865801579088598,1
16.502683798472088,0.14648463328259959,0.09365423520406087,0.0033731260615303712,linear,3,3,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 3}",0.5945945945945946,0.4722222222222222,0.6666666666666666,0.5778278278278278,0.08026208671049914,5
0.051539103190104164,0.0018134884393561643,0.0,0.0,linear,3,5,"{'activation': 'linear', 'kernel_size': 3, 'n_conv_layers': 5}",,,,,,10
13.70050541559855,0.10573647663098734,0.07790788014729817,0.0014854347742003031,linear,5,1,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 1}",0.6756756756756757,0.6111111111111112,0.5,0.5955955955955956,0.07255358558707005,4
15.687743425369263,0.13540069024498352,0.07867980003356934,0.000855979302145403,linear,5,2,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 2}",0.7027027027027027,0.6944444444444444,0.4722222222222222,0.6231231231231232,0.10675629919554369,3
16.873454332351685,0.302895951714955,0.08225520451863606,0.00034401795267193007,linear,5,3,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 3}",0.6216216216216216,0.5833333333333334,0.6944444444444444,0.6331331331331331,0.04608547078379594,2
0.04911494255065918,0.0033512838280224506,0.0,0.0,linear,5,5,"{'activation': 'linear', 'kernel_size': 5, 'n_conv_layers': 5}",,,,,,10
